Name,Platform,Year_of_Release,Era,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Global_Sales_Calculated,Sales_Region_Dominant,Critic_Score,Critic_Count,User_Score,User_Count,Score_Gap
Pro Race Driver,XB,2003,2000s,Racing,Codemasters,Codemasters,T,0.03,0.01,0.0,0.0,0.04,0.04,NA,80.0,17,7.5,4,5.0
Famicom Remix Best Choice,3DS,2015,2010s,Action,Nintendo,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Ide Yosuke no Mahjong Kazoku,PS,1995,1990s,Misc,Seta Corporation,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Jig-A-Pix: Pets,DS,2009,2000s,Puzzle,Zushi Games,Frame Studios Interactive,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
R-Type Command (correct US sales),PSP,2007,2000s,Strategy,Rising Star Games,Unknown,Unknown,0.04,0.0,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,2000s,Puzzle,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,2000s,Platform,Ubisoft,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Story Hour: Fairy Tales,Wii,2008,2000s,Adventure,Zoo Digital Publishing,Other Ocean Interactive,E,0.04,0.0,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
The Movies,PC,2005,2000s,Simulation,Activision,Lionhead Studios,T,0.01,0.03,0.0,0.01,0.04,0.05,EU,84.0,62,8.3,131,1.0
Countdown Vampires,PS,1999,1990s,Adventure,Namco Bandai Games,K2 Llc,M,0.02,0.01,0.0,0.0,0.04,0.03,NA,41.0,6,7.5,24,-34.0
Dynasty Warriors Vol. 2 (JP sales),PSP,2006,2000s,Action,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Crypt Killer,PS,1997,1990s,Shooter,Konami Digital Entertainment,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Tokumei Sentai Go-Busters,DS,2012,2010s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,2000s,Sports,Enix Corporation,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,2010s,Misc,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
FIFA World Cup Germany 2006,DS,2006,2000s,Sports,Electronic Arts,Ea Canada,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,7,7.2,6,-1.0
Train Simulator 2016,PC,2015,2010s,Simulation,Unknown,Dovetail Games,E,0.0,0.04,0.0,0.0,0.04,0.04,EU,71.0,21,4.0,8,31.0
PO'ed,PS,1996,1990s,Shooter,Time Warner Interactive,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Battle Hunter,PS,1999,1990s,Strategy,Midas Interactive Entertainment,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Wicked Monster Blast!,Wii,2011,2010s,Shooter,Pqube,Unknown,Unknown,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Adidas Power Soccer,PS,1996,1990s,Sports,Psygnosis,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Supreme Commander: Forged Alliance,PC,2007,2000s,Strategy,Thq,Gas Powered Games,E10+,0.01,0.02,0.0,0.0,0.04,0.03,EU,81.0,35,8.9,219,-8.0
Darklight Conflict,PS,1997,1990s,Simulation,Electronic Arts,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Shin Hayarigami,PS3,2014,2010s,Adventure,Nippon Ichi Software,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Warriors Orochi 3,XOne,2014,2010s,Action,Tecmo Koei,Unknown,Unknown,0.01,0.03,0.0,0.0,0.04,0.04,EU,71.0,21,7.5,24,-4.0
Dragon Ball: Advanced Adventure,GBA,2004,2000s,Action,Namco Bandai Games,Dimps Corporation,E10+,0.03,0.01,0.0,0.0,0.04,0.04,NA,75.0,7,8.5,11,-10.0
Art of Fighting 3: The Path of the Warrior,NG,1996,1990s,Fighting,Snk,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
I'm A Celebrity: Get Me Out of Here!,DS,2009,2000s,Misc,Mindscape,Unknown,Unknown,0.0,0.04,0.0,0.0,0.04,0.04,EU,71.0,21,7.5,24,-4.0
The Ripping Friends,GBA,2002,2000s,Action,Thq,Creations,E,0.03,0.01,0.0,0.0,0.04,0.04,NA,38.0,12,7.5,24,-37.0
Konami Arcade Classics,PS,1999,1990s,Misc,Konami Digital Entertainment,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Hunter x Hunter: Wonder Adventure,PSP,2012,2010s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Lost Planet 3,PC,2013,2010s,Shooter,Capcom,Spark Unlimited,T,0.0,0.04,0.0,0.0,0.04,0.04,EU,61.0,17,6.2,210,-1.0
Super Army War,GBA,2005,2000s,Action,Flashpoint Games,Atlus Co.,T,0.03,0.01,0.0,0.0,0.04,0.04,NA,58.0,8,7.5,24,-17.0
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,2010s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Echo Night Beyond,PS2,2004,2000s,Adventure,Indie Games,From Software,T,0.02,0.01,0.0,0.0,0.04,0.03,NA,60.0,22,8.8,8,-28.0
Meteos: Disney Magic,DS,2007,2000s,Puzzle,Disney Interactive Studios,Q Entertainment,E,0.01,0.02,0.0,0.0,0.04,0.03,EU,74.0,36,6.6,5,8.0
Minna no Chizu,PSP,2006,2000s,Misc,Zenrin,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Doom II: Hell on Earth,GBA,2002,2000s,Shooter,Activision,Unknown,Unknown,0.03,0.01,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
Taikou Risshiden V,PSP,2009,2000s,Strategy,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Jikkyou Powerful Major League,GC,2006,2000s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
NASCAR Heat Evolution,XOne,2016,2010s,Racing,Dusenberry Martin Racing,Dusenberry Martin Racing,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,1.6,10,55.0
Suzumiya Haruhi no Tsuisou,PSP,2011,2010s,Adventure,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Beyblade Evolution,3DS,2013,2010s,Action,Rising Star Games,Rising Star Games,E,0.02,0.01,0.0,0.0,0.04,0.03,NA,49.0,7,6.3,4,-14.0
Ar Nosurge: Ode to an Unborn Star,PSV,2014,2010s,Role-Playing,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Evolution Skateboarding,GC,2002,2000s,Sports,Konami Digital Entertainment,Kceo,T,0.03,0.01,0.0,0.0,0.04,0.04,NA,44.0,5,7.5,24,-31.0
Castlevania: Lords of Shadow 2,PC,2014,2010s,Action,Konami Digital Entertainment,Mercury Steam,M,0.01,0.03,0.0,0.0,0.04,0.04,EU,58.0,16,7.7,498,-19.0
Greg Hastings' Tournament Paintball Max'd,DS,2006,2000s,Shooter,Activision,Nightlight Studios,E10+,0.03,0.0,0.0,0.0,0.04,0.03,NA,39.0,4,7.4,10,-35.0
Jikkyou World Soccer 2002,PS2,2002,2000s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Sleepover Party,Wii,2009,2000s,Misc,Ubisoft,Unknown,Unknown,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Halo: Combat Evolved,PC,2003,2000s,Shooter,Microsoft Game Studios,Gearbox Software,M,0.02,0.02,0.0,0.0,0.04,0.04,NA,83.0,40,7.4,396,9.0
Tenshou Gakuen Gekkouroku,PS2,2006,2000s,Adventure,Asmik Ace Entertainment,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Exist Archive: The Other Side of the Sky,PS4,2015,2010s,Role-Playing,Aksys Games,Tri-Ace,T,0.01,0.0,0.03,0.0,0.04,0.04,JP,69.0,13,7.9,16,-10.0
Ski-Doo Snowmobile Challenge,X360,2009,2000s,Racing,Valcon Games,Coldwood Interactive,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Little Red Riding Hood's Zombie BBQ,DS,2008,2000s,Shooter,Destineer,Enjoyup Games,T,0.03,0.0,0.0,0.0,0.04,0.03,NA,68.0,15,7.3,8,-5.0
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,2000s,Adventure,Sony Computer Entertainment,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Ragnarok Odyssey,PS3,2014,2010s,Role-Playing,Gungho,Unknown,Unknown,0.03,0.0,0.0,0.01,0.04,0.04,NA,71.0,21,7.5,24,-4.0
Texas Hold 'Em Poker DS,DS,2005,2000s,Misc,Majesco Entertainment,Skyworks Technologies,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Big Mutha Truckers,GBA,2005,2000s,Racing,Zoo Digital Publishing,Unknown,Unknown,0.03,0.01,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
Magical Starsign (JP sales),DS,2006,2000s,Role-Playing,Nintendo,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Assassin's Creed Chronicles: China,PS4,2015,2010s,Action,Ubisoft,"Climax Group, Climax Studios",T,0.0,0.03,0.0,0.01,0.04,0.04,EU,69.0,44,6.4,83,5.0
DT Carnage,PSP,2009,2000s,Racing,Agetec,Axis Entertainment,E10+,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Worms: Ultimate Mayhem,PC,2011,2010s,Strategy,Unknown,Team 17,E10+,0.0,0.03,0.0,0.0,0.04,0.03,EU,66.0,4,7.8,48,-12.0
Rugby 08,PS2,2007,2000s,Sports,Electronic Arts,Ea Canada,E,0.02,0.01,0.0,0.0,0.04,0.03,NA,74.0,21,7.4,25,0.0
GoPets: Vacation Island,DS,2008,2000s,Simulation,Konami Digital Entertainment,1St Playable Productions,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Pia Carrot e Youkoso!! 2.5,DC,2008,2000s,Adventure,Nec Interchannel,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Caesar IV,PC,2006,2000s,Strategy,Vivendi Games,Tilted Mill,E10+,0.0,0.03,0.0,0.01,0.04,0.04,EU,74.0,32,7.6,43,-2.0
Sherlock Holmes: Secret of The Silver Earring,Wii,2010,2010s,Adventure,Focus Home Interactive,Unknown,Unknown,0.0,0.03,0.0,0.0,0.04,0.03,EU,71.0,21,7.5,24,-4.0
Ferrari Challenge Trofeo Pirelli,PS3,2008,2000s,Racing,System 3 Arcade Software,Eutechnyx,E,0.0,0.03,0.0,0.01,0.04,0.04,EU,71.0,37,6.2,26,9.0
Cy Girls,PS2,2004,2000s,Action,Konami Digital Entertainment,Kcej,M,0.02,0.01,0.0,0.0,0.04,0.03,NA,53.0,28,8.8,4,-35.0
Ray Gigant,PSV,2015,2010s,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.0,0.0,0.04,0.0,0.04,0.04,JP,72.0,14,8.1,25,-9.0
APB Reloaded,PC,2011,2010s,Role-Playing,Iceberg Interactive,"Reloaded Productions, Reloaded Games Inc.",M,0.02,0.01,0.0,0.0,0.04,0.03,NA,56.0,12,5.7,269,-1.0
The Sum of All Fears,GBA,2002,2000s,Shooter,Ubisoft,Red Storm Entertainment,T,0.03,0.01,0.0,0.0,0.04,0.04,NA,69.0,8,7.5,24,-6.0
Da Capo I & II Plus Situation Portable,PSP,2010,2010s,Adventure,Kadokawa Shoten,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Winning Post 8,PSV,2014,2010s,Racing,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,2010s,Misc,D3Publisher,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Bubble Bobble Double Shot,DS,2007,2000s,Puzzle,Rising Star Games,Marvelous Entertainment,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,50.0,12,4.8,4,2.0
Bionicle Heroes,Wii,2007,2000s,Shooter,Eidos Interactive,Traveller'S Tales,E10+,0.03,0.0,0.0,0.0,0.04,0.03,NA,52.0,7,5.8,5,-6.0
Harry Potter and the Order of the Phoenix,PC,2007,2000s,Action,Electronic Arts,Ea Games,E10+,0.0,0.03,0.0,0.0,0.04,0.03,EU,63.0,11,7.1,34,-8.0
Minority Report: Everybody Runs,GBA,2002,2000s,Action,Activision,Torus Games,T,0.03,0.01,0.0,0.0,0.04,0.04,NA,54.0,8,7.5,24,-21.0
Monster Hunter Frontier Online: Season 9.0,X360,2010,2010s,Role-Playing,Capcom,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
C.O.R.E.,DS,2009,2000s,Shooter,Graffiti,Noway Studio,M,0.03,0.0,0.0,0.0,0.04,0.03,NA,44.0,16,6.9,19,-25.0
Garfield: The Search for Pooky,GBA,2003,2000s,Platform,Game Factory,Unknown,Unknown,0.03,0.01,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
Galaxy Fight,SAT,1994,1990s,Fighting,Sunsoft,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Super Hero Generation,PSV,2014,2010s,Role-Playing,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Chaos Wars,PS2,2006,2000s,Strategy,Idea Factory,Idea Factory,T,0.0,0.0,0.04,0.0,0.04,0.04,JP,64.0,9,6.9,9,-5.0
Steambot Chronicles,PS2,2005,2000s,Role-Playing,505 Games,Irem,T,0.02,0.01,0.0,0.0,0.04,0.03,NA,74.0,35,8.2,17,-8.0
Mr. Driller,PS,1999,1990s,Puzzle,Namco Bandai Games,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Toki no Kizuna: Sekigahara Kitan,PSP,2012,2010s,Action,Idea Factory,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Norn9: Norn + Nonette,PSP,2013,2010s,Adventure,Idea Factory,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,2000s,Adventure,D3Publisher,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Gumby vs. the Astrobots,GBA,2005,2000s,Action,Namco Bandai Games,Torus Games,E,0.03,0.01,0.0,0.0,0.04,0.04,NA,63.0,4,7.5,24,-12.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,2000s,Misc,D3Publisher,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Scaler,GC,2004,2000s,Platform,Take-Two Interactive,Artificial Mind And Movement,E,0.03,0.01,0.0,0.0,0.04,0.04,NA,69.0,11,7.3,8,-4.0
Summer Challenge: Athletics Tournament,PS3,2011,2010s,Sports,Pqube,Pqube,Unknown,0.0,0.03,0.0,0.01,0.04,0.04,EU,71.0,21,7.5,24,-4.0
Chaos;Head Noah,X360,2009,2000s,Adventure,5Pb,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Scarface: The World is Yours,PC,2006,2000s,Action,Vivendi Games,Radical Entertainment,M,0.01,0.02,0.0,0.0,0.04,0.03,EU,73.0,18,7.5,57,-2.0
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,2000s,Strategy,Aqua Plus,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Legasista,PS3,2012,2010s,Role-Playing,Nippon Ichi Software,System Prisma,T,0.0,0.0,0.04,0.0,0.04,0.04,JP,68.0,13,6.3,15,5.0
Fatal Fury: Battle Archives Volume 1,PS2,2006,2000s,Fighting,Ignition Entertainment,Snk Playmore,T,0.02,0.01,0.0,0.0,0.04,0.03,NA,68.0,22,8.3,4,-15.0
Logic Machines,DS,2009,2000s,Puzzle,City Interactive,Unknown,Unknown,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Harry Potter and the Prisoner of Azkaban,PC,2004,2000s,Action,Electronic Arts,Knowwonder,E,0.0,0.03,0.0,0.0,0.04,0.03,EU,67.0,19,7.2,50,-5.0
Nobunaga's Ambition II,3DS,2015,2010s,Strategy,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,2000s,Adventure,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
OutRun 2006: Coast 2 Coast,PSP,2006,2000s,Racing,Sega,Sumo Digital,E,0.03,0.01,0.0,0.0,0.04,0.04,NA,82.0,31,8.1,14,1.0
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,2010s,Misc,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Rhapsody: A Musical Adventure,PS,1998,1990s,Role-Playing,Nippon Ichi Software,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Fading Shadows,PSP,2008,2000s,Puzzle,Ivolgamus,Ivolgamus,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,62.0,13,7.5,24,-13.0
Music Maker: Rockstar,PS2,2009,2000s,Misc,Magix,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Smashing Drive,XB,2002,2000s,Racing,Namco Bandai Games,Namco,T,0.03,0.01,0.0,0.0,0.04,0.04,NA,42.0,9,7.5,24,-33.0
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008,2000s,Misc,Gungho,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Without Warning,PS2,2005,2000s,Shooter,Capcom,Circle,M,0.02,0.01,0.0,0.0,0.04,0.03,NA,45.0,25,6.5,8,-20.0
Formula 1 06,PS2,2006,2000s,Racing,Sony Computer Entertainment,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Fighting Vipers 2,DC,2000,2000s,Fighting,Sega,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,2000s,Action,Konami Digital Entertainment,Konami,E10+,0.03,0.01,0.0,0.0,0.04,0.04,NA,56.0,13,7.5,24,-19.0
Richard Burns Rally,PC,2004,2000s,Racing,Sci,Unknown,Unknown,0.0,0.03,0.0,0.01,0.04,0.04,EU,71.0,21,7.5,24,-4.0
Napoleon Dynamite: The Game,PSP,2007,2000s,Puzzle,Crave Entertainment,7 Studios,E10+,0.03,0.0,0.0,0.0,0.04,0.03,NA,37.0,14,4.6,7,-9.0
Beatdown: Fists of Vengeance,XB,2005,2000s,Action,Capcom,Unknown,Unknown,0.03,0.01,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
Saints Row 2,PC,2009,2000s,Action,Thq,"Volition Inc., Cd Projekt Red Studio, Cd Projekt, Cd Projekt Localisation Centre",M,0.0,0.03,0.0,0.01,0.04,0.04,EU,72.0,24,6.8,380,4.0
Enchanted Arms (JP sales),PS3,2007,2000s,Role-Playing,Ubisoft,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Trine 2,PC,2011,2010s,Platform,Focus Home Interactive,"Frozenbyte, Inc.",E10+,0.0,0.03,0.0,0.01,0.04,0.04,EU,84.0,55,8.4,667,0.0
Monster Force,GBA,2002,2000s,Shooter,Universal Interactive,Digital Eclipse,E,0.03,0.01,0.0,0.0,0.04,0.04,NA,65.0,9,7.5,24,-10.0
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,2000s,Misc,Sega,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Sid Meier's Railroads!,PC,2006,2000s,Simulation,Take-Two Interactive,Unknown,Unknown,0.01,0.03,0.0,0.0,0.04,0.04,EU,71.0,21,7.5,24,-4.0
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,2010s,Adventure,Idea Factory,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Trick x Logic: Season 2,PSP,2010,2010s,Adventure,Sony Computer Entertainment,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
San Goku Shi DS 3,DS,2010,2010s,Strategy,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Hakuouki: Zuisouroku,PS2,2009,2000s,Adventure,Idea Factory,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
World Championship Pool 2004,XB,2003,2000s,Sports,Jaleco,Blade Interactive,E,0.03,0.01,0.0,0.0,0.04,0.04,NA,67.0,11,7.5,24,-8.0
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,2000s,Sports,Sega,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Jikkyou Powerful Major League 2009,Wii,2009,2000s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,2000s,Adventure,Ignition Entertainment,Inlight Entertainment,E10+,0.03,0.0,0.0,0.0,0.04,0.03,NA,67.0,30,8.2,29,-15.0
SD Gundam Force: Showdown!,PS2,2004,2000s,Shooter,Namco Bandai Games,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
The Treasures of Montezuma,DS,2010,2010s,Puzzle,Foreign Media Games,Foreign Media,E,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,2000s,Adventure,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Flow: Urban Dance Uprising,PS2,2005,2000s,Misc,Ubisoft,Artificial Mind And Movement,T,0.02,0.01,0.0,0.0,0.04,0.03,NA,65.0,10,7.5,24,-10.0
Ailu de Puzzle,PSP,2012,2010s,Action,Capcom,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Real Soccer 2008,DS,2007,2000s,Sports,Ubisoft,Gameloft,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Transport Fever,PC,2016,2010s,Simulation,Astragon,Urban Games,Unknown,0.0,0.03,0.0,0.0,0.04,0.03,EU,70.0,11,7.0,28,0.0
True Pinball,PS,1996,1990s,Misc,Ocean,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Homefront: The Revolution,PC,2016,2010s,Shooter,Deep Silver,Deep Silver Dambuster Studios,M,0.01,0.02,0.0,0.0,0.04,0.03,EU,54.0,48,3.5,284,19.0
Stadium Games,GBA,2003,2000s,Sports,Ignition Entertainment,Unknown,Unknown,0.03,0.01,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
RLH: Run Like Hell,XB,2003,2000s,Shooter,Avalon Interactive,Digital Mayhem,M,0.03,0.01,0.0,0.0,0.04,0.04,NA,55.0,22,8.0,5,-25.0
Power Play Pool,DS,2006,2000s,Sports,System 3 Arcade Software,System 3,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
J-League Pro Striker 2,GEN,1994,1990s,Sports,Sega,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Obscure,XB,2004,2000s,Adventure,Mc2 Entertainment,Hydravision,M,0.03,0.01,0.0,0.0,0.04,0.04,NA,66.0,29,8.4,9,-18.0
Mahjong Taikai,DS,2004,2000s,Misc,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,2000s,Strategy,Banpresto,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Just Dance 2017,XOne,2016,2010s,Misc,Ubisoft,Ubisoft Paris,E10+,0.03,0.0,0.0,0.0,0.04,0.03,NA,75.0,5,8.0,6,-5.0
Just Dance 2017,X360,2016,2010s,Misc,Ubisoft,Ubisoft Paris,E10+,0.02,0.02,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
